[Spectrum]
Version            = 1
IDData             = 2CAE_2016-03-07_13-07-07_487_336
IDDevice           = SAM_817c
IDDataType         = SPECTRUM
IDDataTypeSub1     = CALIBRATED
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2016-03-07 13:07:07
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAMIP Control
MethodName         = SAMIP_501A
Mission            = 
MissionSub         = 1
RecordType         = 0

[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = 2004-03-29_16-38-33_176_143
IDDataCal = 2004-03-31_10-23-24_149_320
InclV = 6.05849013865906
InclValid = 1
InclX = -23
InclY = -4.28
IntegrationTime = 1024
P31 = -1
P31e = 0
PathLength = +INF
PressValid = 1
Pressure = 0.638849787054096
RAWDynamic = 65535
Temperature = +NAN
Unit1 = $01 $01 Wavelength nm
Unit2 = $03 $06 Intensity mW/(m^2 nm)
Unit3 = $f0 $06 Error mW/(m^2 nm)
Unit4 = $f1 $00 Status 
[END] of [Attributes]
[DATA]
 0 9 0 0
 305.0974558736 0.129736917856886 0 0
 308.3963534189 0.133817375099267 0 0
 311.6960197728 0.120352527158335 0 0
 314.9964467375 0.0944536283480198 0 0
 318.2976261152 0.0832115922575929 0 0
 321.5995497081 0.0619719380210598 0 0
 324.9022093184 0.0670451917936398 0 0
 328.2055967483 0.0633367454264774 0 0
 331.5097038 0.068783091555851 0 0
 334.8145222757 0.0639217440896978 0 0
 338.1200439776 0.0572922732605877 0 0
 341.4262607079 0.0596413475178888 0 0
 344.7331642688 0.0524978108179398 0 0
 348.0407464625 0.0581273575615241 0 0
 351.3489990912 0.0568464794838934 0 0
 354.6579139571 0.0560505756693405 0 0
 357.9674828624 0.0528907811996898 0 0
 361.2776976093 0.0530554304007406 0 0
 364.58855 0.0522408829612566 0 0
 367.9000318367 0.0584447038409076 0 0
 371.2121349216 0.0596433126752209 0 0
 374.5248510569 0.0702577037862756 0 0
 377.8381720448 0.0759209565499895 0 0
 381.1520896875 0.0911325873841943 0 0
 384.4665957872 0.103710297019882 0 0
 387.7816821461 0.121152655563809 0 0
 391.0973405664 0.14777865365519 0 0
 394.4135628503 0.179887251342581 0 0
 397.7303408 0.231263238370217 0 0
 401.0476662177 0.305210365804474 0 0
 404.3655309056 0.381229293292656 0 0
 407.6839266659 0.468174716792006 0 0
 411.0028453008 0.575219249277681 0 0
 414.3222786125 0.70299579612556 0 0
 417.6422184032 0.83840774520929 0 0
 420.9626564751 0.985928543995431 0 0
 424.2835846304 1.13613215369829 0 0
 427.6049946713 1.2861970334024 0 0
 430.9268784 1.51004094269739 0 0
 434.2492276187 1.83099614703619 0 0
 437.5720341296 2.21325522998169 0 0
 440.8952897349 2.6351110138013 0 0
 444.2189862368 3.12486088295707 0 0
 447.5431154375 3.66624423473399 0 0
 450.8676691392 4.19336325467239 0 0
 454.1926391441 4.71409259778948 0 0
 457.5180172544 5.23356264711353 0 0
 460.8437952723 5.75453123514022 0 0
 464.169965 6.23060095885354 0 0
 467.4965182397 6.69376687523492 0 0
 470.8234467936 7.21001336778809 0 0
 474.1507424639 7.8071938615392 0 0
 477.4783970528 8.41728820855352 0 0
 480.8064023625 8.91712440227209 0 0
 484.1347501952 9.23303561959439 0 0
 487.4634323531 9.57946517978936 0 0
 490.7924406384 10.1301583884623 0 0
 494.1217668533 10.6738789015335 0 0
 497.4514028 11.0140639556679 0 0
 500.7813402807 11.2414638393257 0 0
 504.1115710976 11.532338204298 0 0
 507.4420870529 11.8358715479818 0 0
 510.7728799488 11.9371865405459 0 0
 514.1039415875 11.8269047661944 0 0
 517.4352637712 11.8788793509 0 0
 520.7668383021 12.2233257662382 0 0
 524.0986569824 12.6720432486574 0 0
 527.4307116143 13.0573157717934 0 0
 530.762994 13.4038933928669 0 0
 534.0954959417 13.6500189146808 0 0
 537.4282092416 13.7748786018577 0 0
 540.7611257019 13.8628918308938 0 0
 544.0942371248 13.9748862798901 0 0
 547.4275353125 14.0805935448781 0 0
 550.7610120672 14.143207520303 0 0
 554.0946591911 14.1394681410612 0 0
 557.4284684864 14.0859051696418 0 0
 560.7624317553 14.0176737232873 0 0
 564.0965408 13.9186808214333 0 0
 567.4307874227 13.7223150683837 0 0
 570.7651634256 13.4384675667836 0 0
 574.0996606109 13.1054680439927 0 0
 577.4342707808 12.7203234998062 0 0
 580.7689857375 12.2291743368207 0 0
 584.1037972832 11.4629829088806 0 0
 587.4386972201 10.4106423176265 0 0
 590.7736773504 9.30840992914809 0 0
 594.1087294763 8.23946774754002 0 0
 597.4438454 7.18674794788328 0 0
 600.7790169237 6.2300032521386 0 0
 604.1142358496 5.45722277340111 0 0
 607.4494939799 4.90725704585493 0 0
 610.7847831168 4.55009973491709 0 0
 614.1200950625 4.30294498362 0 0
 617.4554216192 4.10357186772366 0 0
 620.7907545891 3.92724530171187 0 0
 624.1260857744 3.72971501568589 0 0
 627.4614069773 3.52900699027896 0 0
 630.79671 3.35739179840237 0 0
 634.1319866447 3.23622106712662 0 0
 637.4672287136 3.13802953575789 0 0
 640.8024280089 3.02300287722236 0 0
 644.1375763328 2.86850377719134 0 0
 647.4726654875 2.69102693711932 0 0
 650.8076872752 2.46549896233741 0 0
 654.1426334981 2.21966186694224 0 0
 657.4774959584 1.98668368520246 0 0
 660.8122664583 1.82110417018107 0 0
