[Spectrum]
Version            = 1
IDData             = 2CAE_2016-03-07_13-04-40_598_288
IDDevice           = SAM_817c
IDDataType         = SPECTRUM
IDDataTypeSub1     = CALIBRATED
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2016-03-07 13:04:40
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAMIP Control
MethodName         = SAMIP_501A
Mission            = 
MissionSub         = 1
RecordType         = 0

[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = 2004-03-29_16-38-33_176_143
IDDataCal = 2004-03-31_10-23-24_149_320
InclV = 6.05849013865906
InclValid = 1
InclX = -20.7
InclY = -4.28
IntegrationTime = 512
P31 = -1
P31e = 0
PathLength = +INF
PressValid = 1
Pressure = 0.230205169284726
RAWDynamic = 65535
Temperature = +NAN
Unit1 = $01 $01 Wavelength nm
Unit2 = $03 $06 Intensity mW/(m^2 nm)
Unit3 = $f0 $06 Error mW/(m^2 nm)
Unit4 = $f1 $00 Status 
[END] of [Attributes]
[DATA]
 0 8 0 0
 305.0974558736 0.530211218571496 0 0
 308.3963534189 0.505461077209005 0 0
 311.6960197728 0.42534172477032 0 0
 314.9964467375 0.411733772685738 0 0
 318.2976261152 0.343130237541132 0 0
 321.5995497081 0.329783765103809 0 0
 324.9022093184 0.301969537676556 0 0
 328.2055967483 0.300992167712203 0 0
 331.5097038 0.304105677638315 0 0
 334.8145222757 0.358938550413133 0 0
 338.1200439776 0.375152973282623 0 0
 341.4262607079 0.421108503660368 0 0
 344.7331642688 0.451452346824693 0 0
 348.0407464625 0.485912382484853 0 0
 351.3489990912 0.553821343697309 0 0
 354.6579139571 0.630100935653291 0 0
 357.9674828624 0.713699377597211 0 0
 361.2776976093 0.856774544498227 0 0
 364.58855 1.05162855611834 0 0
 367.9000318367 1.24835385900893 0 0
 371.2121349216 1.43742343051449 0 0
 374.5248510569 1.65661910017224 0 0
 377.8381720448 1.88560464033338 0 0
 381.1520896875 2.08334142491069 0 0
 384.4665957872 2.30962004600254 0 0
 387.7816821461 2.66950659965213 0 0
 391.0973405664 3.06323610454001 0 0
 394.4135628503 3.60833251924903 0 0
 397.7303408 4.65157825777015 0 0
 401.0476662177 5.92650380149672 0 0
 404.3655309056 6.94063617197853 0 0
 407.6839266659 7.71725780566119 0 0
 411.0028453008 8.56460868614 0 0
 414.3222786125 9.43600927893185 0 0
 417.6422184032 10.1967566421637 0 0
 420.9626564751 10.8720924434157 0 0
 424.2835846304 11.3559153378599 0 0
 427.6049946713 11.6411174726921 0 0
 430.9268784 12.3929103140236 0 0
 434.2492276187 13.7607055973633 0 0
 437.5720341296 15.3050373528317 0 0
 440.8952897349 16.8106686419144 0 0
 444.2189862368 18.457023468587 0 0
 447.5431154375 20.0933421521787 0 0
 450.8676691392 21.4826635893765 0 0
 454.1926391441 22.589903125492 0 0
 457.5180172544 23.5816711694167 0 0
 460.8437952723 24.4926212495172 0 0
 464.169965 25.1580369263122 0 0
 467.4965182397 25.6879956732496 0 0
 470.8234467936 26.3330081877909 0 0
 474.1507424639 27.1780741702902 0 0
 477.4783970528 28.0582110989924 0 0
 480.8064023625 28.564102334339 0 0
 484.1347501952 28.5344946016367 0 0
 487.4634323531 28.6024967741478 0 0
 490.7924406384 29.318291935552 0 0
 494.1217668533 30.0625090936461 0 0
 497.4514028 30.2874016194083 0 0
 500.7813402807 30.2613158824846 0 0
 504.1115710976 30.4969696857968 0 0
 507.4420870529 30.9092656410678 0 0
 510.7728799488 30.902921468258 0 0
 514.1039415875 30.3230410701794 0 0
 517.4352637712 30.0304241387515 0 0
 520.7668383021 30.4083179392639 0 0
 524.0986569824 31.0273617375007 0 0
 527.4307116143 31.5208676102591 0 0
 530.762994 31.949285014675 0 0
 534.0954959417 32.1912565448357 0 0
 537.4282092416 32.1869167702822 0 0
 540.7611257019 32.1662955341712 0 0
 544.0942371248 32.2331082686885 0 0
 547.4275353125 32.3724160785442 0 0
 550.7610120672 32.3876525509248 0 0
 554.0946591911 32.2358101024362 0 0
 557.4284684864 31.9669207595549 0 0
 560.7624317553 31.6849760126346 0 0
 564.0965408 31.3943823030725 0 0
 567.4307874227 30.9917703385913 0 0
 570.7651634256 30.5367851995966 0 0
 574.0996606109 30.1431252523902 0 0
 577.4342707808 29.8712081127905 0 0
 580.7689857375 29.6029041802579 0 0
 584.1037972832 28.8574993296979 0 0
 587.4386972201 27.5281749694143 0 0
 590.7736773504 26.1419825157617 0 0
 594.1087294763 24.9541755697501 0 0
 597.4438454 23.7935512606697 0 0
 600.7790169237 22.7241099803934 0 0
 604.1142358496 21.7863069490724 0 0
 607.4494939799 21.0326722547858 0 0
 610.7847831168 20.4428053509134 0 0
 614.1200950625 19.9585029784519 0 0
 617.4554216192 19.5387380791898 0 0
 620.7907545891 19.1316399850345 0 0
 624.1260857744 18.6131233922151 0 0
 627.4614069773 18.0180088774615 0 0
 630.79671 17.5851775522558 0 0
 634.1319866447 17.4136307668683 0 0
 637.4672287136 17.3547213188319 0 0
 640.8024280089 17.1650172431326 0 0
 644.1375763328 16.7585278885417 0 0
 647.4726654875 16.1893979363233 0 0
 650.8076872752 15.4939721392776 0 0
 654.1426334981 14.7501809191115 0 0
 657.4774959584 14.1733546425811 0 0
 660.8122664583 13.8668083496453 0 0
 664.1469368 13.6243546798118 0 0
