[Spectrum]
Version            = 1
IDData             = 2CAE_2016-03-07_13-05-52_936_292
IDDevice           = SAM_8175
IDDataType         = SPECTRUM
IDDataTypeSub1     = CALIBRATED
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2016-03-07 13:05:52
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAM Control
MethodName         = SAM_8175
Mission            = 
MissionSub         = 1
RecordType         = 0

[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = 2004-03-29_14-59-06_000_254
IDDataCal = 2004-09-29_03-00-00
IntegrationTime = 128
P31 = -1
P31e = 0
PathLength = +INF
RAWDynamic = 65535
Temperature = +NAN
Unit1 = $01 $01 Wavelength nm
Unit2 = $03 $06 Intensity mW/(m^2 nm)
Unit3 = $f0 $06 Error mW/(m^2 nm)
Unit4 = $f1 $00 Status 
[END] of [Attributes]
[DATA]
 0 6 0 0
 305.14988776048 0 0 0
 308.45931630612 0 0 0
 311.76939137984 0 0 0
 315.080105545 0 0 0
 318.39145136496 0 0 0
 321.70342140308 0 0 0
 325.01600822272 26.691991005917 0 0
 328.32920438724 32.0669444977366 0 0
 331.64300246 35.3536639864589 0 0
 334.95739500436 37.2676799818702 0 0
 338.27237458368 39.5826982593095 0 0
 341.58793376132 41.3537591481364 0 0
 344.90406510064 43.2014005833218 0 0
 348.220761165 45.2836625554146 0 0
 351.53801451776 47.6147775167137 0 0
 354.85581772228 48.4524456698361 0 0
 358.17416334192 48.8284075778815 0 0
 361.49304394004 51.8906731560213 0 0
 364.81245208 57.5000925524338 0 0
 368.13238032516 61.0171381506069 0 0
 371.45282123888 60.9756892336617 0 0
 374.77376738452 61.1677902399503 0 0
 378.09521132544 61.4901325260466 0 0
 381.417145625 59.2429161382892 0 0
 384.73956284656 57.7722312645432 0 0
 388.06245555348 60.1864965413383 0 0
 391.38581630912 62.3480773809215 0 0
 394.70963767684 66.1351255685154 0 0
 398.03391222 78.2162158756184 0 0
 401.35863250196 92.3021350958631 0 0
 404.68379108608 99.325966182468 0 0
 408.00938053572 102.008487005917 0 0
 411.33539341424 105.189307649171 0 0
 414.661822285 107.72164007494 0 0
 417.98865971136 108.271331412895 0 0
 421.31589825668 107.638765246796 0 0
 424.64353048432 105.303073922799 0 0
 427.97154895764 101.635771568344 0 0
 431.29994624 102.313678535417 0 0
 434.62871489476 107.802675542442 0 0
 437.95784748528 113.62138197537 0 0
 441.28733657492 118.729250349724 0 0
 444.61717472704 124.25953020982 0 0
 447.947354505 128.989399757762 0 0
 451.27786847216 132.112319547654 0 0
 454.60870919188 133.515882703151 0 0
 457.93986922752 134.383690360791 0 0
 461.27134114244 134.890406943294 0 0
 464.6031175 134.117036530702 0 0
 467.93519086356 132.884204842774 0 0
 471.26755379648 132.586587205222 0 0
 474.60019886212 133.049223720218 0 0
 477.93311862384 133.729200452531 0 0
 481.266305645 132.611866258144 0 0
 484.59975248896 129.628199539767 0 0
 487.93345171908 127.812448604218 0 0
 491.26739589872 128.715975609985 0 0
 494.60157759124 129.574508441432 0 0
 497.93598936 128.582007238448 0 0
 501.27062376836 127.150816569032 0 0
 504.60547337968 127.132083346244 0 0
 507.94053075732 127.55120889176 0 0
 511.27578846464 126.444406224749 0 0
 514.611239065 123.511906602986 0 0
 517.94687512176 121.816950984962 0 0
 521.28268919828 122.420680668756 0 0
 524.61867385792 123.660813298213 0 0
 527.95482166404 124.52465468908 0 0
 531.29112518 125.252854560464 0 0
 534.62757696916 125.197371943784 0 0
 537.96416959488 124.489422778373 0 0
 541.30089562052 123.824676130121 0 0
 544.63774760944 123.751197184413 0 0
 547.974718125 123.913627949055 0 0
 551.31179973056 123.728084062839 0 0
 554.64898498948 122.764968038536 0 0
 557.98626646512 121.364945215057 0 0
 561.32363672084 120.077477595392 0 0
 564.66108832 118.677400845985 0 0
 567.99861382596 117.152895162821 0 0
 571.33620580208 115.827639854516 0 0
 574.67385681172 115.167108283084 0 0
 578.01155941824 115.396728927124 0 0
 581.349306185 115.891627337969 0 0
 584.68708967536 115.076447304767 0 0
 588.02490245268 113.523093293592 0 0
 591.36273708032 112.473031043659 0 0
 594.70058612164 112.182636825747 0 0
 598.03844214 112.314148448125 0 0
 601.37629769876 112.775935222009 0 0
 604.71414536128 113.064877562539 0 0
 608.05197769092 112.83040025558 0 0
 611.38978725104 112.124658209287 0 0
 614.727566605 111.258843684669 0 0
 618.06530831616 110.541657541583 0 0
 621.40300494788 109.586160925985 0 0
 624.74064906352 107.94353124683 0 0
 628.07823322644 106.204156858221 0 0
 631.41575 105.67308222564 0 0
 634.75319194756 106.528816122772 0 0
 638.09055163248 107.514916800813 0 0
 641.42782161812 107.256686545841 0 0
 644.76499446784 105.780747230482 0 0
 648.102062745 104.045644657474 0 0
 651.43901901296 102.435781478425 0 0
 654.77585583508 101.765508709326 0 0
 658.11256577472 102.507838617735 0 0
 661.44914139524 104.124245735429 0 0
 664.78557526 105.058136033392 0 0
 668.12185993236 105.188605817729 0 0
 671.45798797568 104.834909010175 0 0
 674.79395195332 104.027115139723 0 0
 678.12974442864 102.447095474405 0 0
 681.465357965 98.8996804733019 0 0
 684.80078512576 93.6748117067119 0 0
 688.13601847428 89.9139463279825 0 0
 691.47105057392 89.6195607465753 0 0
 694.80587398804 91.2183189603986 0 0
