[Spectrum]
Version            = 1
IDData             = 2CAE_2016-03-07_13-08-22_851_369
IDDevice           = SAM_8078
IDDataType         = SPECTRUM
IDDataTypeSub1     = CALIBRATED
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2016-03-07 13:08:22
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAM Control
MethodName         = SAM_8078
Mission            = 
MissionSub         = 1
RecordType         = 0

[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = 4376_2005-06-03_08-51-10_580_728
IDDataCal = 4376_2005-06-03_08-59-08_037_775
IntegrationTime = 4096
P31 = -1
P31e = 0
PathLength = +INF
RAWDynamic = 65535
Temperature = +NAN
Unit1 = $01 $01 Wavelength nm
Unit2 = $03 $06 Intensity mW/(m^2 nm)
Unit3 = $f0 $06 Error mW/(m^2 nm)
Unit4 = $f1 $00 Status 
[END] of [Attributes]
[DATA]
 0 11 0 0
 308.712820524931 +NAN 0 0
 311.996363561261 +NAN 0 0
 315.280411366537 +NAN 0 0
 318.564953380537 0.00913925091450341 0 0
 321.849979043037 0.0111717950025627 0 0
 325.135477793817 0.0033820105318654 0 0
 328.421439072653 0.000951566492973749 0 0
 331.707852319322 0 0 0
 334.994706973602 0 0 0
 338.281992475271 0.00183196054093758 0 0
 341.569698264106 0.00207349421998398 0 0
 344.857813779884 9.6410098323704e-05 0 0
 348.146328462383 0 0 0
 351.43523175138 0.00110597827701046 0 0
 354.724513086654 0 0 0
 358.014161907981 0.000660021563588207 0 0
 361.304167655138 0.000266770214020388 0 0
 364.594519767904 0 0 0
 367.885207686056 0.00104776171628152 0 0
 371.176220849371 0 0 0
 374.467548697627 0 0 0
 377.7591806706 0.000358219712635705 0 0
 381.05110620807 0.00159070658732931 0 0
 384.343314749813 0.00120578514442908 0 0
 387.635795735606 0.000158554630284761 0 0
 390.928538605227 0.00138543334694086 0 0
 394.221532798454 0.000480889809555351 0 0
 397.514767755064 0.000277549352265678 0 0
 400.808232914834 0 0 0
 404.101917717542 0.00184475746292441 0 0
 407.395811602966 0.000882096499177239 0 0
 410.689904010883 0.00106185508883416 0 0
 413.98418438107 0.00292789864770955 0 0
 417.278642153305 0.00281034072162934 0 0
 420.573266767365 0.00370630994561582 0 0
 423.868047663028 0.00468010114894937 0 0
 427.162974280071 0.00614701667970428 0 0
 430.458036058272 0.00777452431643498 0 0
 433.753222437408 0.00920873321010185 0 0
 437.048522857257 0.0127237199516679 0 0
 440.343926757596 0.0163434529467961 0 0
 443.639423578202 0.0221461684580579 0 0
 446.935002758854 0.0267342015893606 0 0
 450.230653739329 0.032575899858977 0 0
 453.526365959403 0.0405112326712588 0 0
 456.822128858855 0.0492473740606066 0 0
 460.117931877461 0.0565602941014742 0 0
 463.413764455001 0.0658407040006369 0 0
 466.70961603125 0.0768707841129573 0 0
 470.005476045987 0.0866075456485866 0 0
 473.301333938988 0.0999172747988692 0 0
 476.597179150032 0.113622715801227 0 0
 479.893001118896 0.127912068783207 0 0
 483.188789285357 0.138858484184785 0 0
 486.484533089192 0.153543952851292 0 0
 489.78022197018 0.167750314475899 0 0
 493.075845368098 0.184531942726389 0 0
 496.371392722723 0.196955639525701 0 0
 499.666853473832 0.206375331482071 0 0
 502.962217061204 0.216881361011973 0 0
 506.257472924615 0.226258796656922 0 0
 509.552610503843 0.231396396363389 0 0
 512.847619238666 0.229608234568685 0 0
 516.14248856886 0.232097971574355 0 0
 519.437207934205 0.241404731842578 0 0
 522.731766774476 0.254877898872592 0 0
 526.026154529452 0.268156103164584 0 0
 529.320360638909 0.280406720367501 0 0
 532.614374542626 0.290135773565047 0 0
 535.90818568038 0.296587257246824 0 0
 539.201783491948 0.301237110737512 0 0
 542.495157417108 0.304132430079338 0 0
 545.788296895637 0.3055630013031 0 0
 549.081191367312 0.306191025978171 0 0
 552.373830271912 0.30723618004432 0 0
 555.666203049214 0.305469701777453 0 0
 558.958299138995 0.302140335164131 0 0
 562.250107981032 0.298679057174325 0 0
 565.541619015104 0.293540475376669 0 0
 568.832821680987 0.284601436759875 0 0
 572.123705418459 0.270247880231022 0 0
 575.414259667298 0.254134786839938 0 0
 578.70447386728 0.234864544959278 0 0
 581.994337458184 0.209826672072686 0 0
 585.283839879787 0.181519285055882 0 0
 588.572970571867 0.149416872225782 0 0
 591.8617189742 0.11776698652261 0 0
 595.150074526565 0.0914869906894278 0 0
 598.438026668738 0.0686939051084461 0 0
 601.725564840498 0.051607169390363 0 0
 605.012678481621 0.0397919576062376 0 0
 608.299357031886 0.0335678736746232 0 0
 611.585589931069 0.0300331257277708 0 0
 614.871366618949 0.0307714955583049 0 0
 618.156676535302 0.0264504199103955 0 0
 621.441509119906 0.0226693565213609 0 0
 624.725853812539 0.0218930763594483 0 0
 628.009700052978 0.0208172237816393 0 0
 631.293037281 0.0190268449319615 0 0
 634.575854936383 0.0187948915242031 0 0
 637.858142458905 0.016736676490128 0 0
 641.139889288343 0.0176394165122463 0 0
 644.421084864474 0.0136053109229907 0 0
 647.701718627077 0.014054991848021 0 0
 650.981780015927 0.0133857317113974 0 0
 654.261258470803 0.0102392448510555 0 0
 657.540143431483 0.0110680617616837 0 0
 660.818424337743 0.0078448541656946 0 0
 664.096090629362 0.00712969288142558 0 0
 667.373131746116 0.00529577558773948 0 0
