[Spectrum]
Version            = 1
IDData             = 2CAE_2016-03-07_13-03-49_493_268
IDDevice           = SAM_8175
IDDataType         = SPECTRUM
IDDataTypeSub1     = CALIBRATED
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2016-03-07 13:03:49
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAM Control
MethodName         = SAM_8175
Mission            = 
MissionSub         = 1
RecordType         = 0

[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = 2004-03-29_14-59-06_000_254
IDDataCal = 2004-09-29_03-00-00
IntegrationTime = 128
P31 = -1
P31e = 0
PathLength = +INF
RAWDynamic = 65535
Temperature = +NAN
Unit1 = $01 $01 Wavelength nm
Unit2 = $03 $06 Intensity mW/(m^2 nm)
Unit3 = $f0 $06 Error mW/(m^2 nm)
Unit4 = $f1 $00 Status 
[END] of [Attributes]
[DATA]
 0 6 0 0
 305.14988776048 0 0 0
 308.45931630612 0 0 0
 311.76939137984 0 0 0
 315.080105545 0 0 0
 318.39145136496 0 0 0
 321.70342140308 0 0 0
 325.01600822272 24.7752548526574 0 0
 328.32920438724 29.6862738357208 0 0
 331.64300246 32.7171646728195 0 0
 334.95739500436 34.5814843304548 0 0
 338.27237458368 36.6834236281561 0 0
 341.58793376132 38.3579087986601 0 0
 344.90406510064 40.057445211691 0 0
 348.220761165 41.9084524694638 0 0
 351.53801451776 44.094552368775 0 0
 354.85581772228 44.9057341788998 0 0
 358.17416334192 45.2255612170399 0 0
 361.49304394004 48.1065853601064 0 0
 364.81245208 53.2741784115239 0 0
 368.13238032516 56.5427392733513 0 0
 371.45282123888 56.4739591491191 0 0
 374.77376738452 56.6714151975513 0 0
 378.09521132544 56.9663823384289 0 0
 381.417145625 54.8954679159423 0 0
 384.73956284656 53.5966505885972 0 0
 388.06245555348 55.857742156239 0 0
 391.38581630912 57.8734581370138 0 0
 394.70963767684 61.4565668920053 0 0
 398.03391222 72.7456500091916 0 0
 401.35863250196 85.899073124346 0 0
 404.68379108608 92.5365647942934 0 0
 408.00938053572 95.0850015353261 0 0
 411.33539341424 98.143691841975 0 0
 414.661822285 100.527653411426 0 0
 417.98865971136 101.118809269336 0 0
 421.31589825668 100.522489246007 0 0
 424.64353048432 98.3575973115779 0 0
 427.97154895764 94.9831869682753 0 0
 431.29994624 95.5784374633027 0 0
 434.62871489476 100.73328158827 0 0
 437.95784748528 106.190053733313 0 0
 441.28733657492 111.000044764995 0 0
 444.61717472704 116.163096300251 0 0
 447.947354505 120.586726370652 0 0
 451.27786847216 123.516601482227 0 0
 454.60870919188 124.837321749191 0 0
 457.93986922752 125.635130758224 0 0
 461.27134114244 126.113443048929 0 0
 464.6031175 125.383719479741 0 0
 467.93519086356 124.199853429756 0 0
 471.26755379648 123.944591072306 0 0
 474.60019886212 124.373931850018 0 0
 477.93311862384 125.010014980141 0 0
 481.266305645 123.927199004376 0 0
 484.59975248896 121.222643254933 0 0
 487.93345171908 119.501971648547 0 0
 491.26739589872 120.372572562799 0 0
 494.60157759124 121.19301469231 0 0
 497.93598936 120.275302907625 0 0
 501.27062376836 118.952439216544 0 0
 504.60547337968 118.911849877192 0 0
 507.94053075732 119.314915028164 0 0
 511.27578846464 118.268856086924 0 0
 514.611239065 115.579133578737 0 0
 517.94687512176 114.013830151899 0 0
 521.28268919828 114.610752413356 0 0
 524.61867385792 115.757204372054 0 0
 527.95482166404 116.600109477038 0 0
 531.29112518 117.31953123397 0 0
 534.62757696916 117.334843013965 0 0
 537.96416959488 116.733856538512 0 0
 541.30089562052 116.08329928412 0 0
 544.63774760944 116.075901513921 0 0
 547.974718125 116.225299773547 0 0
 551.31179973056 116.069067172973 0 0
 554.64898498948 115.182117788467 0 0
 557.98626646512 113.894921028822 0 0
 561.32363672084 112.65706293836 0 0
 564.66108832 111.351810628616 0 0
 567.99861382596 109.91764342144 0 0
 571.33620580208 108.667206807552 0 0
 574.67385681172 108.048453167373 0 0
 578.01155941824 108.239292465412 0 0
 581.349306185 108.757423162693 0 0
 584.68708967536 107.97986304835 0 0
 588.02490245268 106.49970100574 0 0
 591.36273708032 105.515933765113 0 0
 594.70058612164 105.190902600013 0 0
 598.03844214 105.378278593816 0 0
 601.37629769876 105.821355986502 0 0
 604.71414536128 106.025301657481 0 0
 608.05197769092 105.869252518367 0 0
 611.38978725104 105.226146693509 0 0
 614.727566605 104.406094157761 0 0
 618.06530831616 103.659458843946 0 0
 621.40300494788 102.733343860274 0 0
 624.74064906352 101.230565577013 0 0
 628.07823322644 99.5916960000277 0 0
 631.41575 99.1060794850626 0 0
 634.75319194756 99.9197433122235 0 0
 638.09055163248 100.795313959015 0 0
 641.42782161812 100.564119270135 0 0
 644.76499446784 99.1626947273246 0 0
 648.102062745 97.4978800162525 0 0
 651.43901901296 96.0417545547809 0 0
 654.77585583508 95.3286468332965 0 0
 658.11256577472 96.0806307614582 0 0
 661.44914139524 97.5825937310601 0 0
 664.78557526 98.4807022367896 0 0
 668.12185993236 98.5914979979665 0 0
 671.45798797568 98.2665083340714 0 0
 674.79395195332 97.5123084117422 0 0
 678.12974442864 96.0177559659851 0 0
 681.465357965 92.661027301471 0 0
 684.80078512576 87.7782706059646 0 0
 688.13601847428 84.2504772035416 0 0
 691.47105057392 83.9480410346615 0 0
 694.80587398804 85.4226003881418 0 0
