[Spectrum]
Version            = 1
IDData             = 6F19_2022-09-13_11-00-33_581_058
IDDevice           = SAM_8175
IDDataType         = SPECTRUM
IDDataTypeSub1     = CALIBRATED
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2022-09-13 11:00:33
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAM Control
MethodName         = SAM_8175
Mission            = No Mission
MissionSub         = 1
RecordType         = 0
[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = 2004-03-29_14-59-06_000_254
IDDataCal = 2004-03-31_10-00-39_207_185
IntegrationTime = 64
P31 = -1
P31e = 0
PathLength = +INF
PathLengthCustomOn = 0
RAWDynamic = 65535
Salinity = 0
Temperature = -NAN
Unit1 = $01 $01 Wavelength nm
Unit2 = $03 $06 Intensity mW/(m^2 nm)
Unit3 = $f0 $06 Error mW/(m^2 nm)
Unit4 = $f1 $00 Status 
p999 = 581
[END] of [Attributes]
[DATA]
 0 5 0 0
 305.14988776048 14.4017605329064 0 0
 308.45931630612 17.2547390191267 0 0
 311.76939137984 19.9554621748848 0 0
 315.080105545 26.5767313431972 0 0
 318.39145136496 34.732246814527 0 0
 321.70342140308 43.6416485205521 0 0
 325.01600822272 55.9494215578895 0 0
 328.32920438724 66.7811026831633 0 0
 331.64300246 73.231505184335 0 0
 334.95739500436 77.272486273923 0 0
 338.27237458368 81.7990788234415 0 0
 341.58793376132 85.5456521074363 0 0
 344.90406510064 89.2787982468427 0 0
 348.220761165 93.3256642707873 0 0
 351.53801451776 98.0863226585503 0 0
 354.85581772228 99.5861483586202 0 0
 358.17416334192 100.10830650373 0 0
 361.49304394004 106.272542106275 0 0
 364.81245208 117.217157899432 0 0
 368.13238032516 123.622348103401 0 0
 371.45282123888 122.79353728056 0 0
 374.77376738452 122.634377696532 0 0
 378.09521132544 122.776710348546 0 0
 381.417145625 117.686771863014 0 0
 384.73956284656 114.256666608058 0 0
 388.06245555348 118.505223899705 0 0
 391.38581630912 122.140162378283 0 0
 394.70963767684 129.081185744754 0 0
 398.03391222 152.339580276824 0 0
 401.35863250196 179.054640070662 0 0
 404.68379108608 191.729688554295 0 0
 408.00938053572 196.143547492174 0 0
 411.33539341424 201.516970032557 0 0
 414.661822285 205.49540088571 0 0
 417.98865971136 205.892244124452 0 0
 421.31589825668 204.020653044311 0 0
 424.64353048432 198.856864430364 0 0
 427.97154895764 191.29882722397 0 0
 431.29994624 191.959111319456 0 0
 434.62871489476 201.839611643485 0 0
 437.95784748528 212.052650344339 0 0
 441.28733657492 220.913386496252 0 0
 444.61717472704 230.459235400906 0 0
 447.947354505 238.445188892599 0 0
 451.27786847216 243.310295300991 0 0
 454.60870919188 245.115220382661 0 0
 457.93986922752 245.939270488888 0 0
 461.27134114244 246.255980763423 0 0
 464.6031175 244.209429960173 0 0
 467.93519086356 241.275233875298 0 0
 471.26755379648 240.480267456337 0 0
 474.60019886212 241.14846736866 0 0
 477.93311862384 241.824545064519 0 0
 481.266305645 238.619152366364 0 0
 484.59975248896 232.355590007266 0 0
 487.93345171908 228.293754440678 0 0
 491.26739589872 229.497848049262 0 0
 494.60157759124 230.492048973503 0 0
 497.93598936 228.331635108011 0 0
 501.27062376836 225.471200872399 0 0
 504.60547337968 225.122088158155 0 0
 507.94053075732 225.607289139125 0 0
 511.27578846464 223.23386794506 0 0
 514.611239065 217.670645814615 0 0
 517.94687512176 214.451170438665 0 0
 521.28268919828 215.490401699246 0 0
 524.61867385792 217.46731717373 0 0
 527.95482166404 218.958498907879 0 0
 531.29112518 220.049887593247 0 0
 534.62757696916 219.709455796101 0 0
 537.96416959488 218.199275796484 0 0
 541.30089562052 216.751168177429 0 0
 544.63774760944 216.496656893143 0 0
 547.974718125 216.562887641569 0 0
 551.31179973056 215.965728265499 0 0
 554.64898498948 214.125130511109 0 0
 557.98626646512 211.621825810345 0 0
 561.32363672084 209.407159163233 0 0
 564.66108832 207.34671128697 0 0
 567.99861382596 205.124059020354 0 0
 571.33620580208 203.324353382697 0 0
 574.67385681172 202.408954079429 0 0
 578.01155941824 202.46034201351 0 0
 581.349306185 202.649612770447 0 0
 584.68708967536 200.477939886695 0 0
 588.02490245268 197.261014023756 0 0
 591.36273708032 194.978311619209 0 0
 594.70058612164 194.232986662636 0 0
 598.03844214 194.313617739624 0 0
 601.37629769876 195.081784134023 0 0
 604.71414536128 195.471066121057 0 0
 608.05197769092 194.982137433108 0 0
 611.38978725104 193.672691908985 0 0
 614.727566605 192.023568081829 0 0
 618.06530831616 190.725656002029 0 0
 621.40300494788 189.057343902463 0 0
 624.74064906352 186.500066112657 0 0
 628.07823322644 183.852898211266 0 0
 631.41575 182.803663479216 0 0
 634.75319194756 183.649311170535 0 0
 638.09055163248 184.512980784204 0 0
 641.42782161812 183.362516452055 0 0
 644.76499446784 180.253988259637 0 0
 648.102062745 176.91573662499 0 0
 651.43901901296 174.096386275799 0 0
 654.77585583508 172.65920202037 0 0
 658.11256577472 173.864509303111 0 0
 661.44914139524 176.605091963734 0 0
 664.78557526 178.057269270245 0 0
 668.12185993236 178.223331760204 0 0
 671.45798797568 177.559007979539 0 0
 674.79395195332 176.120940957958 0 0
 678.12974442864 173.427491254309 0 0
 681.465357965 168.000255809102 0 0
 684.80078512576 160.194280801676 0 0
 688.13601847428 154.2837354975 0 0
